INTERPRO	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
IPR005881	Serine O-acetyltransferase	1	1	1	1	2	1	4	2	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	2	0	1	1	1	0	2	2	1	1	1	1	0	2	1	3	1	1	1
IPR001451	Hexapeptide repeat	5	5	5	7	5	7	12	7	8	9	5	6	4	4	8	5	5	5	7	10	7	4	9	5	2	8	8	6	6	9	8	7	5	1	1	6	9	6	8	8	4	8
IPR045304	Serine acetyltransferase, LbH domain	1	1	1	1	2	1	4	2	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	2	0	1	1	1	1	2	3	1	1	1	1	1	2	1	3	1	1	1
IPR018357	Hexapeptide transferase, conserved site	4	2	2	1	4	5	7	3	4	2	1	2	1	3	7	4	4	2	3	2	6	3	5	4	2	6	4	3	1	5	4	2	2	1	1	1	5	3	4	4	1	6
IPR042122	Serine acetyltransferase, N-terminal domain superfamily	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	0	1	1	1	1	2	1	1	0	1	1	2	2	1	1	1	1	1	2	1	2	0	1	1
IPR010493	Serine acetyltransferase, N-terminal	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
IPR003786	Sulfur carrier protein FdhD	1	1	2	0	1	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	1	2	0	1	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1
IPR047589	DUF11 repeat	3	0	0	4	0	4	0	4	0	3	0	2	0	0	0	0	3	3	0	3	0	0	4	0	2	0	1	5	1	0	0	3	0	0	0	1	0	5	0	1	0	0
IPR010280	(Uracil-5)-methyltransferase family	1	1	1	1	0	0	1	2	2	1	1	0	0	1	1	2	1	1	1	3	1	1	2	0	1	1	1	2	1	2	2	1	1	0	0	1	2	2	2	1	1	1
IPR009874	Protein of unknown function DUF1428	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
IPR006837	Divergent polysaccharide deacetylase	1	0	1	1	1	1	1	1	0	1	0	2	1	1	1	0	1	1	0	1	2	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0
IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	3	2	9	2	4	3	2	2	3	3	1	4	2	5	6	2	3	9	2	3	5	5	2	3	0	3	2	2	2	5	6	3	9	4	4	2	5	2	7	2	4	3
IPR007396	Transcriptional regulator PAI 2-type	1	1	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0
IPR036614	Holliday junction resolvase RusA-like superfamily	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR008822	Holliday junction resolvase RusA-like	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR021719	Proteinase inhibitor I78	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IPR007450	Lipoprotein SmpA/OmlA	1	1	2	1	1	1	1	1	1	1	0	1	0	0	1	0	1	2	0	1	1	0	1	1	0	1	0	1	0	1	1	1	2	0	0	0	1	1	1	0	0	1
IPR037873	BamE-like	1	0	2	1	1	1	1	1	1	1	0	1	0	0	1	0	1	2	0	1	1	0	1	1	0	1	0	1	0	1	2	1	2	0	0	0	1	1	2	0	0	1
IPR012767	Maltooligosyl trehalose synthase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013797	Maltooligosyl trehalose synthase, domain 4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR038765	Papain-like cysteine peptidase superfamily	5	0	6	4	3	2	4	6	2	5	5	3	2	2	4	1	5	7	9	4	4	2	7	3	3	5	10	7	8	4	2	3	6	2	2	8	4	7	2	10	4	5
IPR002931	Transglutaminase-like	3	0	2	1	1	1	4	6	2	3	1	1	1	1	1	0	3	3	1	3	1	1	7	1	1	3	4	7	2	3	1	1	2	1	1	2	3	7	1	4	1	3
IPR013589	Bacterial transglutaminase-like, N-terminal	3	0	1	0	1	0	2	3	0	1	0	1	1	1	1	0	3	1	0	1	1	1	4	1	0	1	0	3	0	0	0	0	1	1	1	0	0	3	0	0	0	1
IPR018667	Domain of unknown function DUF2126	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR036008	Aconitase, iron-sulfur domain	2	4	6	4	3	2	4	4	3	4	1	4	2	3	4	4	2	5	1	5	4	3	4	3	2	2	2	4	2	4	4	4	5	1	1	2	4	4	6	3	5	2
IPR018136	Aconitase family, 4Fe-4S cluster binding site	2	3	4	3	2	2	2	2	2	3	1	4	2	2	3	2	2	3	1	4	3	2	2	2	2	2	2	2	2	3	2	3	3	1	1	2	3	2	3	2	3	2
IPR001030	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	2	4	6	4	3	2	3	4	3	4	1	4	2	3	4	4	2	5	1	5	4	3	4	3	2	2	2	4	2	4	4	4	5	1	1	2	4	4	6	3	5	2
IPR004430	3-isopropylmalate dehydratase, large subunit	1	1	1	1	1	1	1	1	1	1	0	3	1	1	2	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR015931	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3	2	4	6	4	3	2	4	4	3	4	1	4	2	3	4	4	2	5	1	5	4	3	4	3	2	2	2	4	2	4	4	4	5	1	1	2	4	4	6	3	5	2
IPR033941	3-Isopropylmalate dehydratase, catalytic domain	1	1	1	1	1	1	1	1	1	1	0	3	1	1	2	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR018714	Protein of unknown function DUF2237	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1
IPR001638	Solute-binding protein family 3/N-terminal domain of MltF	4	2	25	3	3	0	2	5	2	3	1	0	0	5	5	6	4	25	0	3	5	5	6	3	1	6	0	3	0	7	15	3	25	4	4	0	7	3	14	0	10	6
IPR018313	Solute-binding protein family 3, conserved site	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	1	1	2	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	2
IPR015888	L-fucose isomerase, C-terminal	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR009015	L-fucose isomerase, N-terminal/central domain superfamily	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR005763	L-fucose isomerase	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily	1	1	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR001278	Arginine-tRNA ligase	1	1	1	1	2	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR008909	DALR anticodon binding	2	2	2	2	2	2	1	2	2	2	0	2	1	0	2	1	2	2	1	2	2	0	1	2	2	2	1	2	1	2	2	2	2	0	0	1	2	2	2	1	1	2
IPR005148	Arginyl tRNA synthetase N-terminal domain	1	1	1	1	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	2	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR035684	Arginyl-tRNA synthetase, catalytic core domain	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR033186	Helicase HerA-like C-terminal	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1
IPR004570	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1	0	2	1	1	1	1	1	1	1	0	1	1	1	2	0	1	2	0	1	1	1	1	1	0	1	0	1	0	1	1	1	2	1	1	0	1	1	1	0	2	1
IPR048254	CDP-alcohol phosphatidyltransferase, conserved site	1	1	4	2	2	1	2	2	2	2	0	1	1	2	2	1	1	4	1	2	1	2	2	2	0	3	2	2	1	2	3	2	4	2	2	1	2	2	3	2	4	3
IPR000462	CDP-alcohol phosphatidyltransferase	1	2	4	2	3	1	2	2	2	2	0	1	1	4	3	1	1	4	1	2	2	4	2	3	1	3	2	2	1	2	3	2	4	3	3	1	2	2	3	2	4	3
IPR000397	Heat shock protein Hsp33	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
IPR016154	Heat shock protein Hsp33, C-terminal	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
IPR023212	Heat shock protein Hsp33, helix hairpin bin domain superfamily	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
IPR016153	Heat shock protein Hsp33, N-terminal	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
IPR003148	Regulator of K+ conductance, N-terminal	2	1	4	4	2	2	3	5	3	5	1	3	2	2	2	4	2	5	1	6	2	2	5	2	1	2	3	4	4	5	5	4	4	1	1	4	5	4	5	3	1	2
IPR006036	Potassium uptake protein TrkA	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	0	1
IPR036721	Regulator of K+ conductance, C-terminal domain superfamily	2	2	5	2	3	3	0	2	3	4	3	3	2	2	4	2	2	6	2	5	4	2	2	3	2	3	2	1	2	3	4	4	5	2	2	2	3	1	4	2	1	3
IPR006037	Regulator of K+ conductance, C-terminal	2	2	4	3	3	3	0	2	3	4	3	3	2	2	4	2	2	5	2	5	4	2	2	3	2	3	2	1	2	3	4	4	4	2	2	2	3	1	4	2	1	3
IPR022182	ABC transporter phosphate permease PstC, N-terminal domain	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0
IPR011864	Phosphate ABC transporter, permease protein PstC	1	0	1	2	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	2	1	1	1	0	0	1	0	0	0	0
IPR001853	DSBA-like thioredoxin domain	2	3	6	3	2	5	1	1	2	2	0	4	3	0	7	3	2	6	0	2	7	0	1	2	0	4	0	2	1	3	2	3	6	0	0	1	3	2	2	0	2	4
IPR014440	HCCA isomerase/glutathione S-transferase kappa	1	1	2	1	1	2	0	0	1	0	0	3	2	0	2	0	1	2	0	0	2	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
IPR044087	2-hydroxychromene-2-carboxylate isomerase NahD-like	1	1	2	1	1	2	0	0	1	0	0	2	1	0	1	0	1	2	0	0	1	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
IPR030921	LPS export ABC transporter, ATP-binding protein LptB	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPR014307	Xanthine dehydrogenase, small subunit	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1
IPR012175	Xanthine dehydrogenase, small subunit, bacteria	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	1	1	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1
IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	6	3	7	0	5	3	2	3	0	0	2	1	1	5	5	1	7	7	2	0	5	5	3	5	5	7	3	1	3	5	1	0	7	4	5	3	5	1	2	3	2	5
IPR042100	Bordetella uptake gene, domain 1	13	1	1	0	2	0	0	0	0	0	0	0	0	1	3	0	11	1	0	0	3	1	0	2	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5
IPR005064	Bordetella uptake gene	13	0	1	0	2	0	0	0	0	0	0	0	0	1	3	0	11	1	0	0	3	1	0	2	2	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5
IPR011009	Protein kinase-like domain superfamily	6	3	16	18	6	7	9	11	9	15	1	9	6	3	9	8	6	18	0	15	7	4	12	6	5	6	3	12	2	11	12	18	16	2	2	2	11	12	13	3	9	5
IPR002575	Aminoglycoside phosphotransferase	2	2	5	4	5	5	4	4	5	4	0	6	4	1	4	3	2	6	0	4	3	1	5	5	3	3	1	5	0	3	4	4	5	1	1	0	3	5	4	1	2	3
IPR003837	Glu-tRNAGln amidotransferase C subunit	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
IPR036113	Glu-tRNAGln amidotransferase superfamily, subunit C	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
IPR024756	Protocatechuate 3,4-dioxygenase beta subunit, N-terminal	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
IPR000627	Intradiol ring-cleavage dioxygenase, C-terminal	2	2	1	0	2	0	0	0	0	0	0	1	0	2	3	0	2	1	2	0	3	2	0	2	0	3	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	3
IPR012785	Protocatechuate 3,4-dioxygenase, beta subunit	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
IPR015889	Intradiol ring-cleavage dioxygenase, core	2	2	1	0	2	0	0	0	0	0	0	1	0	2	4	0	2	1	2	0	4	2	0	2	0	3	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	3
IPR004772	TrkH potassium transport family	1	1	1	1	1	1	0	2	1	0	0	1	1	0	1	1	1	1	0	0	1	0	2	1	0	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2
IPR003445	Cation transporter	2	2	1	1	2	2	0	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	2	1	3	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	3
IPR000241	Ribosomal RNA large subunit methyltransferase K/L-like, methyltransferase domain	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	0	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR012947	Threonyl/alanyl tRNA synthetase, SAD	3	2	2	2	3	2	3	1	2	2	1	2	2	2	4	0	3	2	2	2	4	2	1	3	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2
IPR002320	Threonine-tRNA ligase, class IIa	1	1	1	1	1	1	2	0	1	1	1	1	1	1	2	0	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR036621	Anticodon-binding domain superfamily	3	3	3	3	3	3	5	2	3	3	4	3	2	2	4	2	3	3	4	3	4	2	2	3	2	3	4	3	4	3	3	3	3	1	1	4	3	3	3	4	3	3
IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily	3	2	2	2	3	2	3	1	2	2	1	2	2	2	4	0	3	2	2	2	4	2	1	3	2	2	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2
IPR004095	TGS	3	3	4	4	3	3	5	3	5	4	1	2	2	3	5	2	3	4	2	5	5	3	3	3	1	3	3	4	3	4	4	4	4	2	2	3	4	4	4	3	3	3
IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	3	3	3	3	3	3	4	2	3	3	4	3	2	2	4	2	3	3	4	3	4	2	2	3	1	3	4	3	4	3	3	3	3	1	1	4	3	3	3	4	3	3
IPR047246	Threonine-tRNA ligase, class IIa, anticodon-binding domain	1	1	1	1	1	1	2	0	1	1	1	1	1	1	2	0	1	1	1	1	2	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR033728	Threonine-tRNA ligase catalytic core domain	1	1	1	1	1	1	2	0	1	1	1	1	1	1	2	0	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR004154	Anticodon-binding	3	3	3	3	3	3	5	2	3	3	4	3	2	2	4	2	3	3	4	3	4	2	2	3	2	3	4	3	4	3	3	3	3	1	1	4	3	3	3	4	3	3
IPR012676	TGS-like	3	3	4	4	3	3	5	3	5	4	1	3	2	3	5	2	3	4	2	5	5	3	3	3	1	3	3	4	3	4	4	4	4	2	2	3	4	4	4	3	3	3
IPR001296	Glycosyl transferase, family 1	7	0	12	3	4	5	3	2	2	5	7	5	5	6	10	1	5	12	9	8	9	5	2	4	3	13	14	6	15	6	8	5	12	1	1	15	6	6	6	14	10	10
IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	5	0	10	2	0	3	3	2	2	5	2	4	3	2	1	1	3	10	7	8	1	2	2	0	0	6	9	5	8	5	5	4	10	0	0	8	5	5	3	9	9	5
IPR010963	Poly(R)-hydroxyalkanoic acid synthase, class I	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
IPR010941	Poly-beta-hydroxybutyrate polymerase, N-terminal domain	1	1	0	0	1	2	1	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
IPR025227	Protein of unknown function DUF4169	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IPR043132	Branched-chain-amino-acid aminotransferase-like, C-terminal	4	2	3	3	4	4	2	2	2	3	0	3	2	3	5	2	4	3	1	3	4	3	2	4	1	3	3	2	2	4	3	3	3	2	2	2	4	2	3	3	3	3
IPR043131	Branched-chain-amino-acid aminotransferase-like, N-terminal	4	3	3	3	4	4	2	2	2	3	0	3	2	2	5	2	4	3	2	3	4	2	2	4	1	3	3	2	2	4	3	3	3	1	1	2	4	2	3	3	3	3
IPR018300	Aminotransferase, class IV, conserved site	3	2	2	2	3	1	1	1	2	2	0	1	1	1	3	0	3	2	0	2	3	1	1	3	0	3	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	3
IPR001544	Aminotransferase class IV	4	2	3	3	4	4	2	2	2	3	0	3	2	3	5	2	4	3	1	3	4	3	2	4	1	3	3	2	2	4	3	3	3	2	2	2	4	2	3	3	3	3
IPR036038	Aminotransferase-like, PLP-dependent enzymes	4	3	3	3	4	4	2	2	2	3	0	3	2	3	5	2	4	3	2	3	4	3	2	4	1	3	3	2	2	4	3	3	3	2	2	2	4	2	3	3	3	3
IPR035956	RimP, N-terminal domain superfamily	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
IPR028989	Ribosome maturation factor RimP, N-terminal	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
IPR028998	Ribosome maturation factor RimP, C-terminal	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1
IPR003728	Ribosome maturation factor RimP	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
IPR036847	Ribosome maturation factor RimP, C-terminal domain superfamily	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1
IPR011104	HPr kinase/phosphorylase, C-terminal	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR013765	DNA recombination and repair protein RecA	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR049428	RecA-like, N-terminal	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	0	1	1	0	1	1	1	1	2	1	1	1	0	0	1	2	1	1	1	1	1
IPR049261	RecA-like, C-terminal	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2	3	2	1	2	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2
IPR020584	DNA recombination/repair protein RecA, conserved site	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR023400	DNA recombination and repair protein RecA, C-terminal, superfamily	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
IPR013830	SGNH hydrolase-type esterase domain	1	1	2	1	2	1	0	1	2	2	1	0	0	1	3	2	1	3	1	2	3	1	2	2	1	2	0	1	0	2	2	2	2	0	0	0	2	1	2	0	2	2
IPR036514	SGNH hydrolase superfamily	2	1	3	1	2	2	0	1	5	2	2	1	1	1	4	4	2	5	4	2	4	1	2	2	1	2	3	1	3	4	3	2	3	0	0	3	4	1	3	3	3	3
IPR000412	ABC-2 transporter	3	2	3	1	1	1	1	2	1	2	0	1	1	3	2	1	3	3	1	3	2	3	2	1	1	4	0	1	1	1	1	2	3	2	2	1	1	1	1	0	2	4
IPR018110	Mandelate racemase/muconate lactonizing enzyme, conserved site	1	0	1	0	0	0	0	0	0	0	1	4	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1
IPR046945	L-rhamnonate dehydratase-like	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR015414	Transmembrane protein TMEM64	1	1	2	1	1	2	0	0	0	1	0	2	2	2	1	0	1	2	0	1	1	2	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	0
IPR032816	VTT domain	4	3	5	2	4	2	1	3	0	2	2	3	2	3	1	1	4	5	0	3	1	3	3	4	1	4	0	1	0	3	5	2	5	2	2	0	3	1	5	0	3	4
IPR034984	IPPA , imelysin-like domain	1	0	1	1	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	1	3	0	0	0	2	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0
IPR038352	Imelysin-like domain superfamily	2	0	2	3	0	0	0	1	0	3	0	0	0	0	6	0	2	2	0	3	6	0	2	0	2	0	1	1	2	0	0	3	2	0	0	2	0	1	0	1	2	0
IPR018976	Imelysin-like domain	2	0	2	2	0	0	0	1	0	3	0	0	0	0	6	0	2	2	0	3	6	0	2	0	2	0	1	1	1	0	0	3	2	0	0	1	0	1	0	1	2	0
IPR004752	AmpG-like permease/Acetyl-coenzyme A transporter 1	1	0	1	2	0	1	2	2	1	2	0	1	1	0	0	0	1	2	0	2	0	0	2	0	0	0	0	2	0	0	1	2	1	0	0	0	0	2	1	0	1	0
IPR002881	Domain of unknown function DUF58	1	0	2	2	1	2	3	3	1	2	1	2	1	0	2	1	1	2	2	2	1	0	4	1	1	2	4	3	2	2	2	2	2	0	0	2	2	3	2	4	2	2
IPR013102	Pyrimidine nucleoside phosphorylase, C-terminal	2	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	0	2	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
IPR036566	Pyrimidine nucleoside phosphorylase-like, C-terminal domain superfamily	2	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	0	2	1	0	1	1	2	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
IPR017872	Pyrimidine-nucleoside phosphorylase, conserved site	2	0	0	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
